Loan_ID,Gender,Married,Dependents,Graduate,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
2643,1,1,2,1,0,3283,2035,148,333,1,1,1
2648,1,1,0,1,0,2130,6666,70,180,1,2,0
2652,1,0,0,1,0,5815,3666,311,333,1,3,0
2659,1,1,3,1,0,3466,3428,150,333,1,3,1
2670,2,1,2,1,0,2031,1632,113,480,1,2,1
2682,1,1,0,0,0,3074,1800,123,333,0,2,0
2683,1,0,0,1,0,4683,1915,185,333,1,2,0
2684,2,0,0,0,0,3400,0,95,333,1,3,0
2689,1,1,2,0,0,2192,1742,45,333,1,2,1
2690,1,0,0,1,0,2500,0,55,333,1,2,1
2692,1,1,3,1,1,5677,1424,100,333,1,3,1
2693,1,1,2,1,1,7948,7166,480,333,1,3,1
2697,1,0,0,1,0,4680,2087,333,333,1,2,0
2699,1,1,2,1,1,17500,0,400,333,1,3,1
2705,1,1,0,1,0,3775,0,110,333,1,2,1
2706,1,1,1,0,0,5285,1430,161,333,0,2,1
2714,1,0,1,0,0,2679,1302,94,333,1,2,1
2716,1,0,0,0,0,6783,0,130,333,1,2,1
2717,1,1,0,1,0,1025,5500,216,333,0,3,1
2720,1,1,3,1,0,4281,0,100,333,1,1,1
2723,1,0,2,1,0,3588,0,110,333,0,3,0
2729,1,0,1,1,0,11250,0,196,333,0,2,0
2731,2,0,0,0,1,18165,0,125,333,1,1,1
2732,1,0,0,0,0,2550,2042,126,333,1,3,1
2734,1,1,0,1,0,6133,3906,324,333,1,1,1
2738,1,0,2,1,0,3617,0,107,333,1,2,1
2739,1,1,0,0,0,2917,536,66,333,1,3,0
2740,1,1,3,1,0,6417,0,157,180,1,3,1
2741,2,1,1,1,0,4608,2845,140,180,1,2,1
2743,2,0,0,1,0,2138,0,99,333,0,2,0
2753,2,0,1,1,0,3652,0,95,333,1,2,1
2755,1,1,1,0,0,2239,2524,128,333,1,1,1
2757,2,1,0,0,0,3017,663,102,333,0,2,1
2767,1,1,0,1,0,2768,1950,155,333,1,3,1
2768,1,0,0,0,0,3358,0,80,36,1,2,0
2772,1,0,0,1,0,2526,1783,145,333,1,3,1
2776,2,0,0,1,0,5000,0,103,333,0,2,0
2777,1,1,0,1,0,2785,2016,110,333,1,3,1
2778,1,1,2,1,1,6633,0,333,333,0,3,0
2784,1,1,1,0,0,2492,2375,333,333,1,3,1
2785,1,1,1,1,0,3333,3250,158,333,1,1,1
2788,1,1,0,0,0,2454,2333,181,333,0,1,0
2789,1,1,0,1,0,3593,4266,132,180,0,3,0
2792,1,1,1,1,0,5468,1032,26,333,1,2,1
2794,2,0,0,1,0,2667,1625,84,333,0,1,1
2795,1,1,3,1,1,10139,0,260,333,1,2,1
2798,1,1,0,1,0,3887,2669,162,333,1,2,1
2804,2,1,0,1,0,4180,2306,182,333,1,2,1
2807,1,1,2,0,0,3675,242,108,333,1,2,1
2813,2,1,1,1,1,19484,0,600,333,1,2,1
2820,1,1,0,1,0,5923,2054,211,333,1,3,1
2821,1,0,0,0,1,5800,0,132,333,1,2,1
2832,1,1,2,1,0,8799,0,258,333,0,1,0
2833,1,1,0,0,0,4467,0,120,333,0,3,1
2836,1,0,0,1,0,3333,0,70,333,1,1,1
2837,1,1,3,1,0,3400,2500,123,333,0,3,0
2840,2,0,0,1,0,2378,0,9,333,1,1,0
2841,1,1,0,1,0,3166,2064,104,333,0,1,0
2842,1,1,1,1,0,3417,1750,186,333,1,1,1
2847,1,1,0,1,0,5116,1451,165,333,0,1,0
2855,1,1,2,1,0,16666,0,275,333,1,1,1
2862,1,1,2,0,0,6125,1625,187,480,1,2,0
2863,1,1,3,1,0,6406,0,150,333,1,2,0
2868,1,1,2,1,0,3159,461,108,84,1,1,1
2872,1,1,0,1,0,3087,2210,136,333,0,2,0
2874,1,0,0,1,0,3229,2739,110,333,1,1,1
2877,1,1,1,1,0,1782,2232,107,333,1,3,1
2888,1,0,0,1,0,3182,2917,161,333,1,1,1
2892,1,1,2,1,0,6540,0,205,333,1,2,1
2893,1,0,0,1,0,1836,33837,90,333,1,1,0
2894,2,1,0,1,0,3166,0,36,333,1,2,1
2898,1,1,1,1,0,1880,0,61,333,0,3,0
2911,1,1,1,1,0,2787,1917,146,333,0,3,0
2912,1,1,1,1,0,4283,3000,172,84,1,3,0
2916,1,1,0,1,0,2297,1522,104,333,1,1,1
2917,2,0,0,0,0,2165,0,70,333,1,2,1
2925,1,0,0,1,0,4750,0,94,333,1,2,1
2926,1,1,2,1,1,2726,0,106,333,0,2,0
2928,1,1,0,1,0,3000,3416,56,180,1,2,1
2931,1,1,2,1,1,6000,0,205,240,1,2,0
2933,1,0,3,1,1,9357,0,292,333,1,2,1
2936,1,1,0,1,0,3859,3300,142,180,1,3,1
2938,1,1,0,1,1,16120,0,260,333,1,1,1
2940,1,0,0,0,0,3833,0,110,333,1,3,1
2941,1,1,2,0,1,6383,1000,187,333,1,3,0
2943,1,0,0,1,0,2987,0,88,333,0,2,0
2945,1,1,0,1,1,9963,0,180,333,1,3,1
2948,1,1,2,1,0,5780,0,192,333,1,1,1
2949,2,0,3,1,0,416,41667,350,180,0,1,0
2950,1,1,0,0,0,2894,2792,155,333,1,3,1
2953,1,1,3,1,0,5703,0,128,333,1,1,1
2958,1,0,0,1,0,3676,4301,172,333,1,3,1
2959,2,1,1,1,0,12000,0,496,333,1,2,1
2960,1,1,0,0,0,2400,3800,333,180,1,1,0
2961,1,1,1,1,0,3400,2500,173,333,1,2,1
2964,1,1,2,0,0,3987,1411,157,333,1,3,1
2974,1,1,0,1,0,3232,1950,108,333,1,3,1
2978,2,0,0,1,0,2900,0,71,333,1,3,1
2979,1,1,3,1,0,4106,0,40,180,1,3,1
2983,1,1,1,1,0,8072,240,253,333,1,1,1
2984,1,1,2,1,0,7583,0,187,333,1,1,1
2990,2,0,0,1,1,4583,0,133,333,0,2,0
1900,1,1,1,1,0,2750,1842,115,360,1,2,1
1903,1,1,0,1,0,3993,3274,207,360,1,2,1
1904,1,1,0,1,0,3103,1300,80,360,1,1,1
1907,1,1,0,1,0,14583,0,436,360,1,2,1
1908,2,1,0,0,0,4100,0,124,360,0,3,1
1910,1,0,1,0,1,4053,2426,158,360,0,1,0
1914,1,1,0,1,0,3927,800,112,360,1,2,1
1915,1,1,2,1,0,2301,985,78,180,1,1,1
1917,2,0,0,1,0,1811,1666,54,360,1,1,1
1922,1,1,0,1,0,20667,0,333,360,1,3,0
1924,1,0,0,1,0,3158,3053,89,360,1,3,1
1926,1,1,0,1,0,3704,2000,120,360,1,3,1
1931,2,0,0,1,0,4124,0,115,360,1,2,1
1935,1,0,0,1,0,9508,0,187,360,1,3,1
1936,1,1,0,1,0,3075,2416,139,360,1,3,1
1938,1,1,2,1,0,4400,0,127,360,0,2,0
1940,1,1,2,1,0,3153,1560,134,360,1,1,1
1947,1,1,0,1,0,2383,3334,172,360,1,2,1
1949,1,1,3,1,0,4416,1250,110,360,1,1,1
1953,1,1,1,1,0,6875,0,200,360,1,2,1
1954,2,1,1,1,0,4666,0,135,360,1,1,1
1963,1,1,1,1,0,2014,2925,113,360,1,1,0
1964,1,1,0,0,0,1800,2934,93,360,0,1,0
1972,1,1,0,0,0,2875,1750,105,360,1,2,1
1974,2,0,0,1,0,5000,0,132,360,1,3,1
1977,1,1,1,1,0,1625,1803,96,360,1,1,1
1978,1,0,0,1,0,4000,2500,140,360,1,3,1
1990,1,0,0,0,0,2000,0,333,360,1,1,0
